track,artist,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Drone Wars - Instrumental,Alan Walker,0VE9LJ2W1qhjNBfWQLuA5M,0.426,0.879,6,-5.687,0,0.0422,0.00219,0.308,0.139,0.058,128.894
Heading Home,Alan Walker,6GZaY8DSHOgllwQ28ok7Rs,0.73,0.772,10,-4.514,1,0.0348,0.0276,0.0,0.0707,0.0951,107.996
OK,Alan Walker,1fohm4EDuPauFyFIKmTIUm,0.522,0.551,8,-6.458,1,0.0309,0.0611,0.0,0.0958,0.186,90.006
Hummell Gets The Rockets - Alan Walker Remix,Hans Zimmer,1qFmSPALGSoqjbwM3br4Rl,0.523,0.698,10,-8.377,1,0.0777,0.0523,0.795,0.0794,0.0348,120.015
Not You,Alan Walker,5BKJAuVMDyrFvUTo4dIaiK,0.573,0.264,5,-8.955,1,0.0365,0.827,1.71e-05,0.103,0.379,129.791
Intro,Alan Walker,7dcmZskqXONZuIuqGRLJ1C,0.399,0.222,5,-11.073,1,0.0433,0.864,0.802,0.0906,0.0387,128.231
Lost Control,Alan Walker,0lG6QM1jjbbX5UUn3DPmrZ,0.736,0.555,4,-4.689,1,0.0757,0.0345,0.000157,0.0798,0.323,91.997
I Don't Wanna Go,Alan Walker,7kVDkZkZc8qBUBsF6klUoY,0.423,0.751,11,-5.632,1,0.272,0.136,0.0,0.243,0.522,148.773
Lily,Alan Walker,0lks2Kt9veMOFEAPN0fsqN,0.423,0.634,6,-5.877,0,0.0578,0.196,0.0,0.189,0.467,150.978
Lonely (feat. ISÁK & Omar Noir),Alan Walker,6HMT7AzGA5wmn5m2t1BuZR,0.521,0.819,6,-7.267,0,0.0413,0.00911,0.00227,0.086,0.184,89.952
Do It All for You,Alan Walker,1xUZ6CgfpXspcQuEIOhf2v,0.684,0.657,1,-5.483,1,0.0433,0.126,1.26e-06,0.109,0.415,82.007
Different World (feat. CORSAK),Alan Walker,4heFQCyiW0RUEX1Q1lb008,0.602,0.752,7,-4.931,0,0.0361,0.0638,0.0,0.13,0.331,130.037
Interlude,Alan Walker,5Q7xgSQqyhwrC2fJAXLeWE,0.467,0.0262,7,-14.617,1,0.0406,0.917,0.95,0.132,0.218,130.253
Sing Me to Sleep,Alan Walker,1tfVpMI8G6EakZU4rEja4w,0.474,0.622,4,-6.381,0,0.061,0.0129,3.82e-06,0.327,0.158,176.062
All Falls Down (feat. Juliander),Alan Walker,1HvCFAUIWQsWV9zud3UhDl,0.655,0.672,1,-4.966,1,0.0581,0.253,0.0,0.312,0.675,98.005
Darkside,Alan Walker,6SRWhUJcD2YKahCwHavz3X,0.43,0.606,4,-5.115,0,0.0431,0.131,0.0,0.173,0.123,169.988
Alone,Alan Walker,3LlmKSHR3Rs0Y3KHQLAYDk,0.673,0.914,10,-3.962,1,0.0496,0.229,0.000478,0.186,0.183,97.021
Diamond Heart,Alan Walker,0nrWZWkJM62ftQJSI8fDc0,0.478,0.633,0,-6.19,1,0.0345,0.123,0.0,0.41,0.287,89.909
Faded (Interlude),Alan Walker,02Jk9LuQmKe6YYFfcRdXpY,0.347,0.306,6,-19.755,1,0.038,0.761,0.967,0.166,0.0862,179.792
Faded,Alan Walker,698ItKASDavgwZ3WjaWjtz,0.468,0.627,6,-5.085,1,0.0476,0.0281,7.97e-06,0.11,0.159,179.642
Intro,Sasha Alex Sloan,5g8RBUd0BenfKruHPKB0ZP,0.589,0.102,8,-18.015,1,0.147,0.894,0.0,0.24,0.544,117.166
I Blame The World,Sasha Alex Sloan,4BnSXSI8r4kGy6JGiTJuJY,0.579,0.783,8,-6.4,1,0.0453,0.00979,0.244,0.116,0.69,165.057
Adult,Sasha Alex Sloan,4AOPgMrdBlaLFF5dxzIhdx,0.607,0.849,8,-6.389,1,0.0444,0.174,2.03e-05,0.0964,0.487,89.988
Live Laugh Love,Sasha Alex Sloan,5ebtxZRrC1JQvZ1HCAiLYv,0.625,0.54,11,-9.059,1,0.0271,0.113,0.162,0.107,0.492,165.909
Thank You,Sasha Alex Sloan,63C9gvk9V2Qhipa73tegPS,0.341,0.519,7,-7.007,1,0.0615,0.223,0.0,0.271,0.221,189.764
WTF,Sasha Alex Sloan,3UBAs1HwAbihtCftCqQ9JZ,0.63,0.781,1,-7.819,1,0.0406,0.152,0.000247,0.289,0.188,100.052
New Normal,Sasha Alex Sloan,6QjRts1Ez65Tuszi8gbShH,0.708,0.403,9,-9.858,1,0.0357,0.473,1.54e-06,0.326,0.497,131.949
Global Warming,Sasha Alex Sloan,7L5f0cavLBDymaYjX6whsJ,0.548,0.684,0,-6.992,1,0.0355,0.0162,0.00288,0.423,0.541,174.925
I h8 Myself,Sasha Alex Sloan,5A6hg19JIB5u054kx1a3ZB,0.789,0.497,9,-9.847,0,0.0466,0.5,0.00127,0.103,0.446,126.952
One Trick Phony,Sasha Alex Sloan,7FcxNwmGUxYfWC6JT7FVvA,0.745,0.604,8,-7.585,1,0.0559,0.0327,0.000763,0.095,0.406,92.992
Hardest Thing,Sasha Alex Sloan,4rIltMl5f4nHZEwlvgry41,0.794,0.35,10,-11.572,1,0.0383,0.414,0.015,0.169,0.25,127.966
Matter To You,Sasha Alex Sloan,1InPL1Qm8qJC3FIIvFruNt,0.639,0.439,3,-8.809,1,0.0478,0.803,0.000967,0.122,0.274,147.939
Only Child,Sasha Alex Sloan,1UTTbArdZ8Z7cBaAbDBAjK,0.411,0.228,5,-12.34,1,0.0612,0.948,0.0,0.0829,0.235,81.645
House With No Mirrors,Sasha Alex Sloan,3iPJ039BamX9MIVZQWEnnL,0.72,0.408,2,-11.725,1,0.0498,0.832,2.61e-06,0.0992,0.341,121.972
Lie,Sasha Alex Sloan,2ouNoo43UNurALLYLCapJv,0.724,0.505,8,-6.613,1,0.0402,0.433,0.000103,0.13,0.267,103.969
Hypochondriac,Sasha Alex Sloan,73E2CgQVoVnyjZo6b3NO9a,0.641,0.234,11,-12.34,1,0.037,0.867,0.0,0.0942,0.373,136.059
Is It Just Me?,Sasha Alex Sloan,38MKH1U8zGuzNXbm5tCBrn,0.66,0.514,2,-8.132,1,0.0339,0.755,0.00679,0.259,0.171,91.999
Santa's Real,Sasha Alex Sloan,6Gy3MOuOWPNs3nEorpdx5F,0.362,0.286,9,-10.15,1,0.0368,0.619,0.000148,0.124,0.15,80.673
Someone You Hate,Sasha Alex Sloan,2juRTLgqPmkOjgUCVcXOeC,0.697,0.523,2,-9.397,1,0.0287,0.502,0.000158,0.101,0.456,110.915
Until It Happens To You,Sasha Alex Sloan,0IJQOj33GVl6osZmxClKqV,0.414,0.418,0,-10.108,0,0.0406,0.49,0.000356,0.0893,0.361,102.708
High School Me,Sasha Alex Sloan,4c8SeWzX1nvSN7chHvyq8n,0.708,0.539,6,-8.817,1,0.0805,0.78,0.00086,0.153,0.173,100.969
When I Get There,P!nk,24dotUzOINUEH3iTUlhDXX,0.562,0.403,1,-5.441,1,0.0361,0.78,0.0,0.094,0.548,82.518
TRUSTFALL,P!nk,1gUwi1o1S9W9P0FQgJdY8s,0.636,0.888,8,-3.889,1,0.0945,0.00162,0.000216,0.147,0.25,122.032
Turbulence,P!nk,1dJzTNm46rtvQR2A3GZU8F,0.53,0.607,1,-6.334,1,0.051,0.227,0.0,0.097,0.178,123.891
Long Way to Go,P!nk,2jyXJ3RB21d3tZVZRiHtKm,0.546,0.561,11,-6.217,1,0.0448,0.635,0.0,0.108,0.398,103.018
Kids in Love,P!nk,1gpYR1FzbIS0IRbpF3BBmu,0.4,0.7,1,-7.01,1,0.243,0.608,0.0,0.232,0.357,205.077
Never Gonna Not Dance Again,P!nk,5E6bTiJ2rB18M1DNqkm1V4,0.668,0.802,5,-4.005,0,0.0917,0.0273,0.0,0.163,0.769,113.796
Runaway,P!nk,72RjHoPZPW3LZHgVS4akIy,0.64,0.899,1,-3.362,0,0.0786,0.000944,3.42e-06,0.0686,0.63,159.958
Last Call,P!nk,4eyDrFfgpE7lGTLV34ZXBs,0.602,0.898,1,-4.166,0,0.0709,0.0294,0.0,0.0879,0.343,120.023
Hate Me,P!nk,6MrYw32izcQ1yzrGqmzPrd,0.533,0.852,10,-3.356,0,0.132,0.000509,0.0,0.108,0.581,159.984
Lost Cause,P!nk,72cW36itoiN4orlNQtJgGE,0.476,0.333,9,-5.58,1,0.0348,0.857,0.0,0.0827,0.237,87.393
Feel Something,P!nk,0tWIkkUNwzNBP0GhppjpPK,0.502,0.695,9,-6.607,1,0.111,0.0625,0.0,0.139,0.294,145.884
Our Song,P!nk,0GPjglLYL1pmnZUVzhl6bs,0.535,0.505,7,-5.125,1,0.0284,0.783,0.0,0.325,0.39,134.862
Just Say I'm Sorry,P!nk,3opqYjloPGrJDlBjFGoWtU,0.347,0.267,9,-6.927,1,0.0381,0.87,0.0009,0.091,0.0922,154.706
Just Like a Pill - Live,P!nk,265wxheIYKGEzetXtQ6XAB,0.213,0.968,9,-1.883,1,0.105,0.00644,4.08e-05,0.979,0.115,103.615
Who Knew - Live,P!nk,4U1APUMnKkoKlFEcPab212,0.463,0.958,9,-2.834,1,0.0796,0.0101,2.85e-05,0.971,0.269,139.955
Funhouse/Just A Girl - Live,P!nk,2ZJjXOeywhCgt4gDTHxm7V,0.554,0.975,11,-3.048,0,0.0731,0.00109,0.000845,0.855,0.44,107.042
River - Live,P!nk,0XyBK4tlOkOtG3Cp5N42LP,0.524,0.824,2,-2.577,0,0.0357,0.0339,0.0,0.946,0.268,124.928
Just Give Me a Reason (feat. Nate Ruess) - Live,P!nk,37rgPoz4hfjIvPjKxlu2HE,0.538,0.813,7,-3.132,1,0.0378,0.0876,0.0,0.94,0.284,95.075
Time After Time - Live,P!nk,0C5ozdGXSKAA6dLY4sMUla,0.564,0.335,2,-7.462,1,0.0251,0.828,0.0,0.601,0.236,100.177
I Am Here - Live,P!nk,1ClDsjldadexUKwtkz0UAJ,0.511,0.976,5,-2.374,1,0.0987,0.187,0.0,0.905,0.308,136.991
F**kin' Perfect - Live,P!nk,5SDxsjvegCAJwfQjFmc4WY,0.404,0.914,7,-3.043,1,0.096,0.0418,0.0,0.981,0.366,91.944
MTV Video Vanguard Award Speech,P!nk,3SgAeYFx2q0GxfpcjTuH7C,0.501,0.699,8,-9.728,0,0.658,0.885,0.0,0.956,0.269,80.702
Cash Cash Remix intro/What About Us - Live,P!nk,1yN0xCs0ZRh55ZdSRoXmdB,0.365,0.764,8,-4.555,1,0.102,0.199,0.0,0.978,0.371,114.143
Cover Me In Sunshine,P!nk,0UKUfxIkDAMZz7hMdiVX3m,0.473,0.592,5,-6.859,1,0.138,0.0528,0.0,0.131,0.292,159.7
All I Know So Far,P!nk,6i8MvvlfwhbxCFSUK0WyeN,0.578,0.639,4,-5.749,1,0.0374,0.0586,0.0,0.0944,0.296,108.045
Bohemian Rhapsody - Live,P!nk,4iKCIZExH4Q8paItekLUpV,0.265,0.661,10,-5.749,1,0.0366,0.0948,1.07e-05,0.702,0.249,154.083
We Are The Champions - Live,P!nk,0xolBoE7FaYOUsfPaxV9VL,0.221,0.84,10,-4.547,1,0.0471,0.132,0.000797,0.74,0.143,91.837
So What - Live,P!nk,2UgQMwlE1IC3EnARIng07R,0.488,0.983,2,-2.26,1,0.0538,0.000205,0.000264,0.991,0.284,125.957
Hustle,P!nk,6BVmygBQhe4pTZQgKkzstD,0.716,0.794,9,-5.138,0,0.326,0.0802,0.0,0.0859,0.542,96.751
(Hey Why) Miss You Sometime,P!nk,0l6lfl4PcrbPmBE08I6zp2,0.695,0.776,10,-3.938,1,0.0468,0.0302,1.25e-05,0.131,0.488,104.042
Walk Me Home,P!nk,2N9bw4i7YitdN2LDDhMmpe,0.652,0.453,1,-6.119,1,0.0445,0.0519,0.0,0.179,0.432,88.038
My Attic,P!nk,6nRMtv1fSqT16RqxM4Xh8H,0.65,0.709,7,-7.146,1,0.124,0.0355,4.83e-06,0.137,0.164,103.966
90 Days (feat. Wrabel),P!nk,0mknlibAARXVk3d8pafTUg,0.573,0.385,7,-5.379,0,0.0686,0.746,0.0,0.107,0.345,131.804
Hurts 2B Human (feat. Khalid),P!nk,6G28azuVVwYBOmmkGPQFa3,0.463,0.62,7,-5.647,1,0.167,0.131,0.0,0.0619,0.158,83.031
Can We Pretend (feat. Cash Cash),P!nk,68t9p1qXaslaaxk4xhTd4m,0.524,0.806,1,-3.447,0,0.406,0.197,0.0,0.101,0.45,115.172
Courage,P!nk,5v0YtR9YIeAf0NoG0V1982,0.511,0.913,0,-4.657,1,0.109,0.00153,0.0,0.111,0.338,92.05
Happy,P!nk,6xG7t7blddozpBf3S5we1O,0.659,0.502,11,-6.948,1,0.0521,0.019,0.0,0.0641,0.291,135.938
We Could Have It All,P!nk,2MGm3sknsqRwDwQVUGSJZo,0.688,0.836,8,-3.464,1,0.0474,0.0147,0.0,0.102,0.699,130.026
Love Me Anyway (feat. Chris Stapleton),P!nk,0pwdJLLVxlJa1lnR9UeMZY,0.368,0.321,3,-5.904,1,0.0272,0.769,0.0,0.135,0.0673,139.001
Circle Game,P!nk,0kjarPlpe1PpBJskSaEDwT,0.572,0.343,7,-7.147,1,0.0407,0.824,0.0,0.0621,0.163,133.04
The Last Song Of Your Life,P!nk,5pxZaep4BX0wLn4BYnfTgE,0.529,0.257,2,-7.426,1,0.0311,0.611,0.0,0.113,0.16,120.083
Beautiful Trauma,P!nk,2DlIwu1iDTILEMXA7MUotn,0.412,0.619,7,-6.39,1,0.0723,0.0868,2.55e-06,0.4,0.234,95.943
Revenge (feat. Eminem),P!nk,3OEer2dQj1eWhSqxatGiru,0.725,0.749,10,-7.474,0,0.356,0.0452,0.0,0.175,0.761,87.03
Whatever You Want,P!nk,4NbffevAm9frDOlBMDp0hl,0.573,0.742,2,-3.783,1,0.0432,0.00475,0.0,0.339,0.263,90.053
What About Us,P!nk,0Qh38w01QRXK6KHIv0e3hb,0.491,0.588,1,-6.177,1,0.0506,0.0281,2.01e-06,0.0906,0.193,113.608
But We Lost It,P!nk,4c8GOVLs54iFD5FtgPhYjA,0.417,0.342,10,-5.842,1,0.0291,0.838,0.0,0.0997,0.303,133.756
Barbies,P!nk,4IM1V7mJvYJSrDQIJnQl5S,0.616,0.597,0,-8.063,1,0.108,0.246,8.47e-06,0.09,0.309,143.692
Where We Go,P!nk,4kUHQ01RTSbI75az5hjdOR,0.636,0.74,3,-4.366,1,0.0453,0.00844,0.0,0.163,0.472,115.028
For Now,P!nk,2kVIolfEUjIiYDEPZLTQHg,0.561,0.409,4,-5.372,1,0.043,0.211,0.0,0.281,0.428,164.191
Secrets,P!nk,4qCgKKXa3CF6CzEDLW6vTt,0.717,0.62,9,-5.587,0,0.0438,0.00808,3.35e-06,0.0718,0.459,119.913
Better Life,P!nk,2Ok3BkZ7qcSfFCm67HSGCM,0.771,0.46,4,-9.341,1,0.122,0.192,0.0,0.0812,0.531,102.961
I Am Here,P!nk,32j279x3imcBWBu9OaHX2n,0.61,0.649,5,-6.063,1,0.036,0.0442,0.0,0.114,0.529,137.006
Wild Hearts Can't Be Broken,P!nk,3nA9tHmsw5UGMtSIMz4mt7,0.377,0.371,0,-6.3,1,0.0295,0.932,0.0,0.118,0.189,130.57
You Get My Love,P!nk,0U5JyThy1KCjXoTZKdcXmv,0.477,0.149,0,-9.036,1,0.0529,0.918,0.0,0.0874,0.301,145.03
Are We All We Are,P!nk,1DUhAeBCT4r66Gu4P3nirG,0.49,0.929,1,-3.508,0,0.0651,0.000925,3.45e-05,0.823,0.533,152.248
Blow Me (One Last Kiss),P!nk,4k80K0b6KZ2QjAYkXON7q6,0.597,0.919,7,-2.954,1,0.0439,0.000145,0.0,0.282,0.729,113.991
Try,P!nk,1jF7IL57ayN4Ity3jQqGu0,0.674,0.628,2,-7.079,1,0.03,0.00144,0.0,0.0944,0.552,103.998
Just Give Me a Reason (feat. Nate Ruess),P!nk,1mKXFLRA179hdOWQBwUk9e,0.778,0.547,2,-7.273,1,0.0489,0.346,0.000302,0.132,0.441,95.002
True Love (feat. Lily Allen),P!nk,1QNqrsNQ1JVLEwncov3lEY,0.457,0.823,9,-4.76,1,0.311,0.00144,0.0,0.108,0.578,192.205
How Come You're Not Here,P!nk,1EzyTh2gxdnU9sq3ivtw4w,0.425,0.953,9,-2.432,1,0.137,0.000944,0.0,0.164,0.503,134.887
Slut Like You,P!nk,5d4Q9bLZWtsL90vvSh8UWr,0.625,0.842,11,-3.606,0,0.0619,0.00218,0.0,0.0634,0.537,130.035
The Truth About Love,P!nk,2bq6lTZcVtQ6m8bpaVCwA9,0.734,0.791,1,-4.481,0,0.0754,0.00228,0.000109,0.133,0.903,131.985
Beam Me Up,P!nk,3030YT1OMJa4bxthLLHuVM,0.487,0.339,0,-7.039,1,0.0309,0.52,0.0,0.151,0.25,118.017
Walk of Shame,P!nk,6l2Q66TlfZqzbRkFrZOMT1,0.666,0.902,7,-4.588,1,0.0988,0.00112,0.0,0.0624,0.719,135.931
Here Comes the Weekend (feat. Eminem),P!nk,10Hb1MlXsnI7Yi936C97NA,0.709,0.794,7,-2.867,1,0.0526,0.00137,0.000104,0.14,0.681,110.012
Where Did the Beat Go?,P!nk,5BIL4QX0mLVQGVR0YqkasO,0.459,0.755,1,-4.746,1,0.0491,0.00928,0.0,0.1,0.587,99.289
The Great Escape,P!nk,1Vqcqt1QwfjWqWXIlDGaMZ,0.38,0.358,10,-6.891,1,0.0281,0.767,0.0,0.106,0.291,78.726
My Signature Move,P!nk,37iUoOyvCGbu3tfjxY1usf,0.673,0.902,5,-4.468,0,0.0532,0.0823,3.38e-06,0.0693,0.778,126.989
Is This Thing On?,P!nk,3LdF68v3DpGluhLtP97s1a,0.565,0.833,9,-5.256,1,0.0689,0.00151,4.62e-06,0.183,0.238,127.037
Run,P!nk,4MXX6eANzr0VvZBmgO8OrI,0.477,0.677,2,-6.439,1,0.0383,0.0332,0.0,0.346,0.364,157.967
Good Old Days,P!nk,6Ip9pqPGZxFAOSHnepy1AI,0.417,0.76,0,-5.981,1,0.0647,0.123,0.0,0.123,0.72,79.897
So What,P!nk,0JiY190vktuhSGN6aqJdrt,0.534,0.87,11,-3.078,0,0.0425,0.000334,0.0,0.241,0.462,126.019
Sober,P!nk,733ncRLzZQT5UtSPg1QmPc,0.614,0.797,6,-4.896,1,0.0314,0.0635,0.0,0.187,0.374,90.946
I Don't Believe You,P!nk,0WwDvsFaf3QHM78aIiLqPv,0.461,0.276,8,-9.092,1,0.0277,0.761,0.0,0.108,0.237,92.915
One Foot Wrong,P!nk,5OvU6eJL0GINFH0gY7G5J7,0.449,0.804,10,-4.103,0,0.146,0.104,3.21e-06,0.0957,0.677,142.51
Please Don't Leave Me,P!nk,2gnZad0pb6QtUqMLTj2AjI,0.588,0.845,6,-4.497,1,0.0377,0.00869,0.0,0.326,0.745,138.014
Bad Influence,P!nk,0gfOQTVzyydtT1Ty0MyqHj,0.665,0.903,2,-4.115,1,0.0574,0.000572,5.86e-06,0.0496,0.731,138.081
Funhouse,P!nk,1uexV2mYuZmLhVz4G5LUZv,0.792,0.864,11,-3.04,0,0.0338,0.00503,1.64e-06,0.0375,0.832,103.932
Crystal Ball,P!nk,3ilPTn5Jj7k4cP97wllXoh,0.573,0.215,10,-14.134,1,0.0409,0.552,0.0,0.111,0.481,123.578
Mean,P!nk,35Pkh4oyYhgSR24xEF9DMA,0.487,0.874,4,-4.457,1,0.0802,0.0595,0.0,0.368,0.624,75.015
It's All Your Fault,P!nk,1eeAwaSwDVERb2S5ILMIEj,0.511,0.881,11,-5.361,0,0.0613,3.92e-05,0.000409,0.126,0.196,142.966
Ave Mary A,P!nk,6GiZOlEpMmATxhanI3UDmK,0.613,0.914,5,-4.175,1,0.0417,0.00329,7.28e-06,0.0755,0.515,119.913
Glitter In the Air,P!nk,1M6dQ8MZQnYxjH8yZzswQt,0.514,0.255,5,-12.037,1,0.0283,0.898,0.000235,0.0994,0.298,99.851
Why Did I Ever Like You,P!nk,1PewPGfHU88jAt49cSYhdv,0.623,0.946,5,-3.457,0,0.0589,0.116,0.0,0.726,0.696,132.004
Could've Had Everything,P!nk,2zSmXQHOp9yZ7rtc5dMTsp,0.469,0.782,8,-5.062,0,0.352,0.109,0.0,0.313,0.561,193.92
So What,P!nk,49KhRYxcukqBtmeSy44s2B,0.537,0.866,11,-3.08,0,0.0445,0.000308,1.44e-06,0.382,0.412,126.003
Sober,P!nk,4CeAaWrgDx4hf9m1rxWYLU,0.611,0.798,6,-4.907,1,0.0306,0.0696,0.0,0.182,0.408,90.928
I Don't Believe You,P!nk,5Qevo5QToL2p7q1umdLtTC,0.325,0.274,8,-9.077,1,0.0313,0.755,0.0,0.107,0.239,116.939
One Foot Wrong,P!nk,034v8JxSx6yRdYe46oQUCK,0.446,0.799,10,-4.158,0,0.138,0.104,3.06e-06,0.109,0.625,142.404
Please Don't Leave Me,P!nk,4iHUBqALsttdeXVRXlTMQJ,0.586,0.839,6,-4.493,1,0.0363,0.00985,0.0,0.289,0.763,138.002
Bad Influence,P!nk,6WQp6ef4S24dbtfpDb1cmn,0.665,0.902,2,-4.138,1,0.0518,0.000559,2.83e-06,0.0442,0.754,138.074
Funhouse,P!nk,4PmJXrIWNKfXqQy58qeEqb,0.788,0.863,11,-3.022,0,0.0352,0.00522,3.44e-06,0.0371,0.805,103.98
Crystal Ball,P!nk,1sb7yOZ758usIkQ3VKx7n5,0.61,0.205,10,-14.183,1,0.0387,0.55,0.0,0.109,0.47,123.626
Mean,P!nk,13pa20IPxbEHTwa26yMC8y,0.473,0.881,4,-4.475,1,0.095,0.0534,0.0,0.365,0.554,74.888
It's All Your Fault,P!nk,5ciiAMuyWB4r17mnYsev31,0.513,0.894,11,-5.345,0,0.0588,4.5e-05,0.000557,0.115,0.2,142.997
Ave Mary A,P!nk,6gBv6ujrI1Ta5wE8FtgMFX,0.61,0.914,5,-4.132,1,0.0424,0.0035,1.09e-05,0.0781,0.508,119.912
Glitter In the Air,P!nk,2eByezu4Y5rkWcvz1cqd3Y,0.513,0.269,5,-12.077,1,0.0284,0.901,0.000246,0.104,0.305,100.05
This Is How It Goes Down,P!nk,3c5SjieNiZn1oSqEF1dm5q,0.698,0.714,0,-6.801,1,0.185,0.0056,0.0,0.657,0.925,139.965
Stupid Girls,P!nk,1Ab6RxeKl3e07zP7Get7CX,0.683,0.886,4,-5.045,0,0.071,0.000738,0.00188,0.0524,0.566,100.04
Who Knew,P!nk,2hns6Dv29Yrg68AVTJiAyA,0.688,0.734,9,-4.569,1,0.0274,0.00462,0.0,0.0756,0.46,140.004
Long Way to Happy,P!nk,7IKDcwrvxaBs6dnrT36NbH,0.503,0.914,1,-4.185,1,0.0708,0.00238,0.0,0.0446,0.615,167.992
Nobody Knows,P!nk,1TlqTeJQi0azu53ayzyHq5,0.494,0.476,8,-6.847,1,0.034,0.566,0.0,0.129,0.132,133.748
Dear Mr. President (feat. Indigo Girls),P!nk,6ndF1XQNseMhJGp7wAAILs,0.587,0.395,10,-7.283,1,0.0324,0.721,0.0,0.119,0.328,131.711
I'm Not Dead,P!nk,2rZYj2iyLp447jGT8S8Ga4,0.585,0.721,8,-5.889,1,0.0351,0.00188,0.0,0.123,0.244,122.122
'Cuz I Can,P!nk,7u01ucT7UCQBun9v9N4ZkX,0.677,0.889,2,-3.638,1,0.046,0.00543,0.0,0.13,0.595,129.998
Leave Me Alone (I'm Lonely),P!nk,6wKHY3Sh6GcY62CSy3uZbM,0.475,0.874,7,-3.693,1,0.0397,0.000422,5.7e-05,0.0736,0.474,150.183
U + Ur Hand,P!nk,1iOJQhxKSJ7dg3Dk03yPnl,0.709,0.891,0,-3.688,1,0.0528,0.00144,0.0,0.034,0.886,141.04
Runaway,P!nk,5Jzs8DYFtxTMWFcDh4dK3j,0.593,0.615,8,-5.492,1,0.0284,0.0148,4.94e-05,0.098,0.356,107.996
The One That Got Away,P!nk,0ca5Obqz0SC5NpkORuYNvq,0.541,0.331,7,-9.383,1,0.0442,0.809,0.0,0.114,0.388,126.011
I Got Money Now,P!nk,2QD2q9S13WpWa1wNCoewoH,0.628,0.53,0,-9.771,1,0.158,0.102,4.63e-05,0.0782,0.491,183.83
Conversations With My 13 Year Old Self,P!nk,7K5aHPkqdkYZjGFyNwaPim,0.465,0.388,9,-10.902,0,0.039,0.656,0.0,0.19,0.309,130.098
Fingers,P!nk,7485Lk7nHyewGzxKcSSBwp,0.772,0.633,5,-6.928,1,0.0515,0.00159,0.00181,0.222,0.41,124.081
Centerfold,P!nk,4SPSe16XXM0CPel1G5WTPj,0.621,0.856,2,-6.202,1,0.115,0.00608,0.0,0.377,0.552,166.928
I Have Seen the Rain (feat. James T. Moore),P!nk,4jcG4BrHUelTTyu35tsaol,0.565,0.16,5,-16.206,1,0.189,0.741,0.0,0.128,0.3,126.115
Trouble,P!nk,0qrGSKtrEj7PJAGVBFE9vG,0.572,0.933,7,-2.705,1,0.05,0.00825,0.0,0.244,0.848,135.56
God Is a DJ,P!nk,4k1ffvQabEZP9dxwhCkxY9,0.639,0.977,5,-3.199,0,0.0598,0.0901,2.4e-06,0.238,0.4,111.966
Last to Know,P!nk,57x5Kexkh15h2q6EL9waF9,0.498,0.946,4,-3.127,0,0.0782,0.0215,0.00499,0.108,0.483,164.469
Tonight's the Night,P!nk,3NMD5aVp6uuQy3e50DE3mg,0.667,0.924,7,-3.309,1,0.0552,0.138,0.0,0.107,0.78,108.384
Oh My God (feat. Peaches),P!nk,6t2IH1XNTTA4dWOaJIrrYE,0.571,0.939,4,-3.545,0,0.0418,0.161,0.00239,0.139,0.761,138.94
Catch Me While I'm Sleeping,P!nk,6RxHlCRwMGAiTjNDxGSlEc,0.582,0.84,0,-3.199,0,0.0509,0.239,0.0,0.377,0.653,121.842
Waiting for Love,P!nk,1lUvqyWs7vW3L2Of6eB3Vc,0.354,0.854,3,-3.311,0,0.0335,0.00014,0.00139,0.12,0.47,132.322
Save My Life,P!nk,2tpBHu3wqfuRzRrucSrelB,0.492,0.943,11,-4.251,1,0.0552,0.00682,0.0,0.052,0.43,141.568
Try Too Hard,P!nk,6liVe4QuupDwqkVhO7ZFcS,0.303,0.98,7,-2.932,1,0.0588,0.000131,0.000167,0.201,0.597,166.774
Humble Neighborhoods,P!nk,0opRTPPvTyqqTr4SIDPOxL,0.422,0.969,3,-3.265,0,0.0582,0.00155,0.0,0.72,0.832,155.26
Walk Away,P!nk,0rIUfnPMR3WiFXd53vjJ2x,0.557,0.961,9,-2.969,1,0.0371,0.0319,0.0,0.14,0.789,133.279
Unwind,P!nk,1sS78ScQpmw7TGRdjBn3DX,0.513,0.95,11,-3.382,1,0.201,0.0283,0.0,0.0587,0.681,149.152
Feel Good Time (feat. William Orbit),P!nk,2oBays3WwAHXspT84n5Lhg,0.558,0.823,10,-4.588,1,0.132,0.0102,9.45e-05,0.209,0.564,138.376
Love Song,P!nk,7mB6BFVD1WQccVTIan9aWw,0.656,0.388,7,-8.088,1,0.0465,0.534,0.0,0.299,0.424,124.266
Hooker,P!nk,2mc3zZV0zf7PBLS6j8pspA,0.604,0.896,5,-2.478,1,0.179,0.0464,3.93e-06,0.19,0.442,146.275
M!ssundaztood,P!nk,3ytGk8uwqSxcyd1RjVsrin,0.804,0.932,1,-4.91,0,0.0417,0.000181,0.0265,0.113,0.976,120.012
Don't Let Me Get Me - Radio Edit,P!nk,0eXz79Tu1iKOtxAcN1WnvA,0.544,0.849,0,-4.778,0,0.094,0.00264,0.0,0.0371,0.59,98.376
Just Like a Pill,P!nk,3bIF9Iee2Xmt8dQ71pUPGF,0.686,0.782,9,-4.651,1,0.0277,0.000107,0.0,0.096,0.247,101.984
